left_curie	left_title	right_curie	right_titke	similarity
tess.tess:1357	Contributing to the Galaxy Training Material - Overview of the Galaxy Training Material	tess.tess:1365	Contributing to the Galaxy Training Material - Generating PDF artefacts of the website	0.8459013001648081
tess.tess:1357	Contributing to the Galaxy Training Material - Overview of the Galaxy Training Material	tess.tess:1363	Contributing to the Galaxy Training Material - Including a new topic	0.8395787142106972
tess.tess:1357	Contributing to the Galaxy Training Material - Overview of the Galaxy Training Material	tess.tess:1361	Contributing to the Galaxy Training Material - Creating a new tutorial - Creating Interactive Galaxy Tours	0.7576816707909042
tess.tess:1357	Contributing to the Galaxy Training Material - Overview of the Galaxy Training Material	tess.tess:1359	Contributing to the Galaxy Training Material - Creating a new tutorial - Writing content in Markdown	0.7936533312023603
tess.tess:1347	RNA-seq data analysis	tess.tess:1873	Detecting differentially expressed genes with RNA-seq 11.9.2019	0.730899441965784
tess.tess:1335	Variant Analysis - Mapping and molecular identification of phenotype-causing mutations	tess.tess:2905	Mapping and molecular identification of phenotype-causing mutations	0.7930626278368391
tess.tess:1319	Development in Galaxy - Prerequisites for building software/conda packages	tess.tess:2635	Prerequisites for building software/conda packages	0.7966588175289154
tess.tess:1309	Transcriptomics - Reference-based RNAseq data analysis (long)	tess.tess:2811	Reference-based RNAseq data analysis (long)	0.7688221925860843
tess.tess:1302	Galaxy Server administration - Connecting Galaxy to a compute cluster	tess.tess:2590	Connecting Galaxy to a compute cluster	0.7791768869434399
tess.tess:1300	Galaxy Server administration - User, Group and Quota managment	tess.tess:2589	User, Role, Group, Quota, and Authentication managment	0.7382111025274778
tess.tess:1293	ChIP-Seq data analysis - Identification of the binding sites of the Estrogen receptor	tess.tess:2862	Identification of the binding sites of the Estrogen receptor	0.7105419748691876
tess.tess:1292	Assembly - Unicycler Assembly	tess.tess:2619	Unicycler Assembly	0.7206294780270824
tess.tess:1289	Transcriptomics - Visualization of RNA-Seq results with CummeRbund	tess.tess:2607	Visualization of RNA-Seq results with CummeRbund	0.8419102093123173
tess.tess:1288	Proteomics - Peptide and Protein ID using OpenMS tools	tess.tess:2778	Peptide and Protein ID using SearchGUI and PeptideShaker	0.7516844685298237
tess.tess:1288	Proteomics - Peptide and Protein ID using OpenMS tools	tess.tess:2769	Peptide and Protein ID using OpenMS tools	0.7769949760012816
tess.tess:1282	Proteomics - Detection and quantitation of N-termini (degradomics) via N-TAILS	tess.tess:2772	Detection and quantitation of N-termini (degradomics) via N-TAILS	0.76139611110462
tess.tess:1280	Development in Galaxy - Galaxy Code Architecture	tess.tess:2632	Galaxy Code Architecture	0.8576104021609838
tess.tess:1275	Development in Galaxy - Galaxy Webhooks	tess.tess:2874	Galaxy Webhooks	0.7344928333591679
tess.tess:1275	Development in Galaxy - Galaxy Webhooks	tess.tess:2631	Galaxy Webhooks	0.8071843825057607
tess.tess:1273	Development in Galaxy - Galaxy Interactive Environments	tess.tess:2630	Galaxy Interactive Environments	0.7311084517287234
tess.tess:1271	Development in Galaxy - Tool Shed: sharing Galaxy tools	tess.tess:2633	Tool Shed: sharing Galaxy tools	0.9165949564525895
tess.tess:1272	Development in Galaxy - Galaxy Interactive Tours	tess.tess:2628	Galaxy Interactive Tours	0.8614478965445461
tess.tess:1258	ChIP-Seq data analysis - Identification of the binding sites of the T-cell acute lymphocytic leukemia protein 1 (TAL1)	tess.tess:2860	Identification of the binding sites of the T-cell acute lymphocytic leukemia protein 1 (TAL1)	0.9141533679177374
tess.tess:1254	Galaxy Server administration - Galaxy Database schema	tess.tess:2748	Galaxy Database schema	0.7854845132238746
tess.tess:1255	Galaxy Server administration - Docker and Galaxy	tess.tess:2583	Docker and Galaxy	0.871623005928518
tess.tess:1251	Assembly - De Bruijn Graph Assembly	tess.tess:2849	De Bruijn Graph Assembly	0.7459658130583265
tess.tess:1251	Assembly - De Bruijn Graph Assembly	tess.tess:2617	De Bruijn Graph Assembly	0.7870859853041604
tess.tess:1251	Assembly - De Bruijn Graph Assembly	tess.tess:1292	Assembly - Unicycler Assembly	0.7949163918911931
tess.tess:1250	Assembly - Introduction to Genome Assembly	tess.tess:1374	Assembly - Making sense of a newly assembled genome	0.7451002539725636
tess.tess:1250	Assembly - Introduction to Genome Assembly	tess.tess:1292	Assembly - Unicycler Assembly	0.8659091046800651
tess.tess:1250	Assembly - Introduction to Genome Assembly	tess.tess:1251	Assembly - De Bruijn Graph Assembly	0.8680731846189939
tess.tess:1246	Introduction to Galaxy Analyses - Options for using Galaxy	tess.tess:1284	Introduction to Galaxy Analyses - IGV Introduction	0.7289712500734296
tess.tess:1244	Introduction to Galaxy Analyses - Galaxy 101	tess.tess:2655	Galaxy Basics for genomics	0.7231266194131556
tess.tess:1245	Introduction to Galaxy Analyses - From peaks to genes	tess.tess:1244	Introduction to Galaxy Analyses - Galaxy 101	0.7574414093358637
tess.tess:1243	Introduction to Galaxy Analyses - Introduction to Galaxy	tess.tess:1284	Introduction to Galaxy Analyses - IGV Introduction	0.7993243317614053
tess.tess:1243	Introduction to Galaxy Analyses - Introduction to Galaxy	tess.tess:1246	Introduction to Galaxy Analyses - Options for using Galaxy	0.8960507740695886
tess.tess:1240	Transcriptomics - Differential abundance testing of small RNAs	tess.tess:2821	Differential abundance testing of small RNAs	0.74113119747156
tess.tess:1229	Metagenomics - Analyses of metagenomics data - The global picture	tess.tess:4477	Analyses of metagenomics data - The global picture	0.8516905608636497
tess.tess:1229	Metagenomics - Analyses of metagenomics data - The global picture	tess.tess:2755	Hands-on for 'Analyses of metagenomics data - The global picture' tutorial	0.8856998655619306
tess.tess:1224	Proteomics - Peptide and Protein ID using SearchGUI and PeptideShaker	tess.tess:2778	Peptide and Protein ID using SearchGUI and PeptideShaker	0.7722385334528984
tess.tess:1224	Proteomics - Peptide and Protein ID using SearchGUI and PeptideShaker	tess.tess:2769	Peptide and Protein ID using OpenMS tools	0.7536317326675953
tess.tess:1224	Proteomics - Peptide and Protein ID using SearchGUI and PeptideShaker	tess.tess:1288	Proteomics - Peptide and Protein ID using OpenMS tools	0.9130684158771666
tess.tess:1225	Proteomics - Secretome Prediction	tess.tess:2786	Secretome Prediction	0.9213852156851093
tess.tess:1223	Proteomics - Label-free versus Labelled - How to Choose Your Quantitation Method	tess.tess:2785	Label-free versus Labelled - How to Choose Your Quantitation Method	0.866324551753521
tess.tess:1222	Proteomics - Metaproteomics tutorial	tess.tess:2766	Metaproteomics tutorial	0.8787216197420302
tess.tess:1220	Sequence analysis - RAD-Seq to construct genetic maps	tess.tess:2662	RAD-Seq to construct genetic maps	0.7576619431227636
tess.tess:1219	Sequence analysis - RAD-Seq de-novo data analysis	tess.tess:2667	RAD-Seq de-novo data analysis	0.7052128828045119
tess.tess:1218	Sequence analysis - RAD-Seq Reference-based data analysis	tess.tess:2660	RAD-Seq Reference-based data analysis	0.7216903374972041
tess.tess:1218	Sequence analysis - RAD-Seq Reference-based data analysis	tess.tess:1219	Sequence analysis - RAD-Seq de-novo data analysis	0.9573550785696274
tess.tess:1216	Sequence analysis - Quality Control	tess.tess:2554	Quality Control	0.8093329756861446
tess.tess:1155	Train the trainer	tess.tess:1156	Train the Trainer course materials	0.8449355239295092
tess.tess:1061	IFR Dockerised version of the Welsh Genepark's Introduction to Command-line NGS Analysis	tess.tess:1062	Docker version of Welsh Gene Park NGS course	0.7937201722509769
tess.tess:973	Phylogenetics & Phylogeography Practical (Advanced Analytical Methods)	tess.tess:978	Phylogenetics & Phylogeography (Advanced Analytical Methods)	0.8727803444748156
tess.tess:972	Graphical & Computational Modelling of Biological Pathways	tess.tess:975	Graphical & Computational Modelling of Biological Pathways	0.9983476233420696
tess.tess:711	Bioinformatic Methods I	tess.tess:720	Bioinformatic Methods II	0.9369586381032544
tess.tess:256	Operators	tess.tess:257	More tools	0.7426806670451664
tess.tess:253	Simple Patterns	tess.tess:254	More Patterns	0.7892770976100745
tess.tess:243	Introducing Distributed Version Control, and Introducing Yourself to Git	tess.tess:786	Introducing Version Control	0.744624018380046
tess.tess:238	Version Control with Git	tess.tess:786	Introducing Version Control	0.7156813966350771
tess.tess:238	Version Control with Git	tess.tess:783	Conflicts	0.7055004459906432
tess.tess:232	Shell Scripts	tess.tess:234	Loops	0.7001982476515093
tess.tess:230	Introducing the Shell	tess.tess:234	Loops	0.7067323560350186
tess.tess:230	Introducing the Shell	tess.tess:232	Shell Scripts	0.7489882893429074
tess.tess:229	Finding Things	tess.tess:233	Creating Things	0.7182413960133482
tess.tess:224	R Reference	tess.tess:226	SQL Reference	0.7070349776631341
tess.tess:224	R Reference	tess.tess:225	Git Reference	0.737874264859968
tess.tess:223	Shell Reference	tess.tess:224	R Reference	0.726177202216702
tess.tess:222	Python Reference	tess.tess:225	Git Reference	0.7006207607585787
tess.tess:222	Python Reference	tess.tess:224	R Reference	0.7586444310266777
tess.tess:221	Mercurial Reference	tess.tess:225	Git Reference	0.7099420309398534
tess.tess:221	Mercurial Reference	tess.tess:224	R Reference	0.7177521935729315
tess.tess:215	Collaborating	tess.tess:784	Collaborating	0.7155320010159668
tess.tess:214	A Better Kind of Backup	tess.tess:776	A Better Kind of Backup	0.8210835515371041
tess.tess:213	Introducing Version Control	tess.tess:786	Introducing Version Control	0.7476601430611363
tess.tess:212	Open Science	tess.tess:785	Open Science	0.7099277761122561
tess.tess:212	Open Science	tess.tess:215	Collaborating	0.7350815578903785
tess.tess:211	Conflicts	tess.tess:783	Conflicts	0.7088056251238758
tess.tess:211	Conflicts	tess.tess:215	Collaborating	0.7363636574942112
tess.tess:211	Conflicts	tess.tess:212	Open Science	0.7428845726841425
tess.tess:208	Exceptions	tess.tess:781	Permissions	0.7339218133790837
tess.tess:205	Numbers	tess.tess:782	Working Remotely	0.7005170979553168
tess.tess:205	Numbers	tess.tess:781	Permissions	0.7404480172695928
tess.tess:205	Numbers	tess.tess:208	Exceptions	0.7384684359574427
tess.tess:203	Manual Pages	tess.tess:782	Working Remotely	0.7005434797360427
tess.tess:203	Manual Pages	tess.tess:781	Permissions	0.7404759028662297
tess.tess:203	Manual Pages	tess.tess:208	Exceptions	0.7384962470021802
tess.tess:203	Manual Pages	tess.tess:205	Numbers	0.7450631278230704
tess.tess:202	Why I Teach	tess.tess:782	Working Remotely	0.7175799523823436
tess.tess:202	Why I Teach	tess.tess:781	Permissions	0.7584834895890101
tess.tess:202	Why I Teach	tess.tess:210	Code Review	0.7016900723366044
tess.tess:202	Why I Teach	tess.tess:209	Shell Variables	0.7037629878142809
tess.tess:202	Why I Teach	tess.tess:208	Exceptions	0.7564556905990131
tess.tess:202	Why I Teach	tess.tess:205	Numbers	0.7631822709799061
tess.tess:202	Why I Teach	tess.tess:203	Manual Pages	0.7632110127584948
tess.taxila:319	FSS – Structural Equation Modeling	tess.taxila:323	GSSS – Structural Equation Modeling	0.9246520877256177
tess.taxila:312	FAIR Research Data Management - A deeper dive into putting FAIR RDM into practice. Part 1	tess.taxila:311	FAIR Research Data Management - A deeper dive into putting FAIR RDM into practice. Part 2	0.773709041588905
tess.taxila:313	FAIR Research Data Managment - Getting started with putting FAIR RDM into practice	tess.taxila:311	FAIR Research Data Management - A deeper dive into putting FAIR RDM into practice. Part 2	0.8248799499731363
tess.taxila:313	FAIR Research Data Managment - Getting started with putting FAIR RDM into practice	tess.taxila:312	FAIR Research Data Management - A deeper dive into putting FAIR RDM into practice. Part 1	0.7298787563760983
tess.taxila:314	FAIR Research Data Management - Planning for FAIR: Introduction to RDM and DMPs	tess.taxila:311	FAIR Research Data Management - A deeper dive into putting FAIR RDM into practice. Part 2	0.7958897149800197
tess.taxila:314	FAIR Research Data Management - Planning for FAIR: Introduction to RDM and DMPs	tess.taxila:313	FAIR Research Data Managment - Getting started with putting FAIR RDM into practice	0.8194516443603619
tess.taxila:315	FAIR Research Data Management - What is FAIR RDM and why should we do it?	tess.taxila:311	FAIR Research Data Management - A deeper dive into putting FAIR RDM into practice. Part 2	0.8357506021176782
tess.taxila:315	FAIR Research Data Management - What is FAIR RDM and why should we do it?	tess.taxila:312	FAIR Research Data Management - A deeper dive into putting FAIR RDM into practice. Part 1	0.72800049745329
tess.taxila:315	FAIR Research Data Management - What is FAIR RDM and why should we do it?	tess.taxila:313	FAIR Research Data Managment - Getting started with putting FAIR RDM into practice	0.8759583165579798
tess.taxila:315	FAIR Research Data Management - What is FAIR RDM and why should we do it?	tess.taxila:314	FAIR Research Data Management - Planning for FAIR: Introduction to RDM and DMPs	0.8381749449910643
tess.taxila:306	Workshop on Hard to Share Data in the Social Sciences and Humanities and using the Secure ANalysis Environment (SANE)	tess.taxila:316	Workshop on Hard to Share Data in the Social Sciences and Humanities and using the Secure ANalysis Environment (SANE)	1.0000000000000004
tess.taxila:286	Open Access routes @ International Law Meeting 01.2025	tess.taxila:304	Open Access routes @ UM Law	0.7712918599644143
tess.taxila:287	Open Access routes @ Public Law Meeting 12.2024	tess.taxila:286	Open Access routes @ International Law Meeting 01.2025	0.7352275541948798
tess.taxila:295	FAIR Research Data Coursebook	tess.taxila:290	Qualitative FAIR Data Coursebook	0.7449006273753711
tess.taxila:281	Tips and tricks for writing a Data Management Plan Leiden University	tess.taxila:275	Data Management Plan template Leiden University	0.8446832243118473
tess.taxila:237	SOM Prediction: Site-of-Metabolism Prediction	tess.tess:3669	SOM Prediction: Site-of-Metabolism Prediction	0.830460044182383
tess.taxila:43	AOPLink: Extracting and Analyzing Data Related to an AOP of Interest	tess.tess:4564	AOPLink: Extracting and Analyzing Data Related to an AOP of Interest	0.9128599370794552
tess.taxila:35	Data Carpentry: Data Organization in Spreadsheets for Social Scientists	tess.taxila:272	Data Carpentry: Data Organization in Spreadsheets for Social Scientists workshop	0.7406517758513722
tess.taxila:19	The Turing Way	tess.tess:4518	the-turing-way/the-turing-way	0.7168485033000848
tess.dresa:404	WORKSHOP: Nextflow for the life sciences	tess.tess:4760	WORKSHOP: Hello Nextflow!	0.7662772354677649
tess.dresa:397	WEBINAR: No code, no problem - data analysis for biologists with Galaxy Australia	tess.tess:4898	WEBINAR: No code, no problem - data analysis for biologists with Galaxy Australia	0.9779289765603836
tess.dresa:394	WORKSHOP: RNAseq: reads to differential expression	tess.tess:4791	WORKSHOP: RNAseq: reads to differential expression	0.9348370527796505
tess.dresa:395	WORKSHOP: Phylogenetics: back to basics	tess.tess:4792	WORKSHOP: Phylogenetics: back to basics	0.9706226362581893
tess.dresa:393	WEBINAR: DOME - Machine Learning Best Practices & Recommendations	tess.tess:4789	WEBINAR: DOME - Machine Learning Best Practices & Recommendations	0.9634118809984666
tess.dresa:391	WORKSHOP: Machine learning in the life sciences	tess.tess:4783	WORKSHOP: Machine learning in the life sciences	0.9767866063394071
tess.dresa:392	WORKSHOP: Genetic Outlier Analysis	tess.tess:4784	WORKSHOP: Genetic Outlier Analysis	0.9705587927550997
tess.dresa:389	WORKSHOP: Making sense of gene and protein lists with functional enrichment analysis	tess.tess:4765	WORKSHOP: Making sense of gene and protein lists with functional enrichment analysis	0.9690482464931879
tess.dresa:390	WORKSHOP: Introduction to Machine Learning in R - from data to knowledge	tess.tess:4766	WORKSHOP: Introduction to Machine Learning in R - from data to knowledge	0.9477123549154973
tess.dresa:388	WORKSHOP: Hello Nextflow!	tess.tess:4760	WORKSHOP: Hello Nextflow!	0.9823869699533943
tess.dresa:388	WORKSHOP: Hello Nextflow!	tess.dresa:404	WORKSHOP: Nextflow for the life sciences	0.7633779068049469
tess.dresa:387	WORKSHOP: Fungal Genomics with Galaxy	tess.tess:4756	WORKSHOP: Fungal Genomics with Galaxy	0.9999999999999997
tess.dresa:383	ARDC Digital Research Capabilities and Skills Framework: The Framework and Its Components	tess.dresa:406	ARDC Digital Research Skills Strategy Tool	0.718463575054645
tess.dresa:381	WEBINAR: Making sense of gene and protein lists with functional enrichment analysis	tess.tess:4765	WORKSHOP: Making sense of gene and protein lists with functional enrichment analysis	0.7128602226713877
tess.dresa:381	WEBINAR: Making sense of gene and protein lists with functional enrichment analysis	tess.tess:4733	WEBINAR: Making sense of gene and protein lists with functional enrichment analysis	0.9495953168319236
tess.dresa:381	WEBINAR: Making sense of gene and protein lists with functional enrichment analysis	tess.dresa:389	WORKSHOP: Making sense of gene and protein lists with functional enrichment analysis	0.7214879228127193
tess.dresa:375	WEBINAR: Global data resources for human genomics and health	tess.tess:4735	WEBINAR: Global data resources for human genomics and health	0.9208613346350939
tess.dresa:372	WEBINAR: What exactly is bioinformatics?	tess.tess:4736	WEBINAR: What exactly is bioinformatics?	0.9395712123627553
tess.dresa:369	Secondary use of clinical trials data in health research: A Practical Guide	tess.dresa:396	Secondary Use of Clinical Trials Data in Health Research: A Practical Guide	1.0
tess.dresa:362	WEBINAR: A practical guide to AI tools for life scientists	tess.tess:4737	WEBINAR: A practical guide to AI tools for life scientists	0.9446910367713257
tess.dresa:359	WEBINAR: MetaboLights: the home for metabolomics experiments and derived information	tess.tess:4738	WEBINAR: MetaboLights: the home for metabolomics experiments and derived information	0.9659984427980454
tess.dresa:357	WEBINAR: Scaling up bioinformatics with ABLeS, the Australian BioCommons Leadership Share	tess.tess:4740	WEBINAR: Scaling up bioinformatics with ABLeS, the Australian BioCommons Leadership Share	0.9323742626315321
tess.dresa:356	WEBINAR: MaveDB: discovery and interpretation of high-throughput functional assay data	tess.tess:4739	WEBINAR: MaveDB: discovery and interpretation of high-throughput functional assay data	0.9646045361996363
tess.dresa:358	WEBINAR: Multivariate integration of multi-omics data with mixOmics	tess.tess:4741	WEBINAR: Multivariate integration of multi-omics data with mixOmics	0.9756018438754506
tess.dresa:324	WORKSHOP: Online data analysis for biologists	tess.tess:2917	WORKSHOP: Online data analysis for biologists	0.9377634309756113
tess.dresa:325	WEBINAR: Launching the new Apollo Service: collaborative genome annotation for Australian researchers	tess.tess:2918	WEBINAR: Launching the new Apollo Service: collaborative genome annotation for Australian researchers	0.9628502160805552
tess.dresa:326	WEBINAR: KBase - A knowledge base for systems biology	tess.tess:2919	WEBINAR: KBase - A knowledge base for systems biology	0.9855315243024441
tess.dresa:327	WEBINAR: Where to go when your bioinformatics outgrows your compute	tess.tess:2920	WEBINAR: Where to go when your bioinformatics outgrows your compute	0.9789371163580024
tess.dresa:328	WEBINAR: High performance bioinformatics: submitting your best NCMAS application	tess.tess:2921	WEBINAR: High performance bioinformatics: submitting your best NCMAS application	0.9822243640754792
tess.dresa:329	WEBINAR: Getting started with R	tess.tess:2922	WEBINAR: Getting started with R	0.9522270248838604
tess.dresa:330	WEBINAR: Making sense of phosphoproteomics data with Phosphomatics	tess.tess:2923	WEBINAR: Making sense of phosphoproteomics data with Phosphomatics	0.9794910464982106
tess.dresa:330	WEBINAR: Making sense of phosphoproteomics data with Phosphomatics	tess.tess:2421	WEBINAR: Making sense of phosphoproteomics data with Phosphomatics	0.9953189981340628
tess.dresa:331	WEBINAR: Getting started with deep learning	tess.tess:2924	WEBINAR: Getting started with deep learning	0.9691045010658255
tess.dresa:331	WEBINAR: Getting started with deep learning	tess.tess:2420	WEBINAR: Getting started with deep learning	0.9934867654280479
tess.dresa:332	WEBINAR: Detection of and phasing of hybrid accessions in a target capture dataset	tess.tess:2925	WEBINAR: Detection of and phasing of hybrid accessions in a target capture dataset	0.9588321795191395
tess.dresa:332	WEBINAR: Detection of and phasing of hybrid accessions in a target capture dataset	tess.tess:2419	WEBINAR: Detection of and phasing of hybrid accessions in a target capture dataset	0.9901749120548591
tess.dresa:333	WEBINAR: Conflict in multi-gene datasets: why it happens and what to do about it - deep coalescence, paralogy and reticulation	tess.tess:2926	WEBINAR: Conflict in multi-gene datasets: why it happens and what to do about it - deep coalescence, paralogy and reticulation	0.9430818262466524
tess.dresa:333	WEBINAR: Conflict in multi-gene datasets: why it happens and what to do about it - deep coalescence, paralogy and reticulation	tess.tess:2418	WEBINAR: Conflict in multi-gene datasets: why it happens and what to do about it - deep coalescence, paralogy and reticulation	0.9883218910556031
tess.dresa:334	WORKSHOP: Variant calling in humans, animals and plants with Galaxy	tess.tess:2927	WORKSHOP: Variant calling in humans, animals and plants with Galaxy	0.9858365923539782
tess.dresa:334	WORKSHOP: Variant calling in humans, animals and plants with Galaxy	tess.tess:2417	WORKSHOP: Variant calling in humans, animals and plants with Galaxy	0.9971940260803057
tess.dresa:335	WEBINAR: Getting started with command line bioinformatics	tess.tess:2928	WEBINAR: Getting started with command line bioinformatics	0.9104732228375664
tess.dresa:335	WEBINAR: Getting started with command line bioinformatics	tess.tess:2416	WEBINAR: Getting started with command line bioinformatics	0.9900515551026469
tess.dresa:295	WORKSHOP: RNASeq: reads to differential genes and pathways	tess.tess:4742	WORKSHOP: RNASeq: reads to differential genes and pathways	0.9672113761006013
tess.dresa:295	WORKSHOP: RNASeq: reads to differential genes and pathways	tess.tess:3348	WORKSHOP: RNA-Seq: reads to differential genes and pathways	0.7403400805068884
tess.dresa:296	WORKSHOP: Single cell RNAseq analysis in R	tess.tess:2943	WORKSHOP: Single cell RNAseq analysis in R	0.7914509415220652
tess.dresa:297	WEBINAR: BioSamples: supporting multi-omics data integration with FAIR sample records	tess.tess:4743	WEBINAR: BioSamples: supporting multi-omics data integration with FAIR sample records	0.9601205439769502
tess.dresa:298	WEBINAR: Getting started with RNAseq: Transforming raw reads into biological insights	tess.tess:3653	WEBINAR: Getting started with RNAseq: Transforming raw reads into biological insights	0.9872639424317075
tess.dresa:299	WEBINAR: Managing hands-on data analysis training with Galaxy	tess.tess:3642	WEBINAR: Managing hands-on data analysis training with Galaxy	0.9612807635372608
tess.dresa:301	WEBINAR:Genomic data - improving discovery and access management	tess.tess:3586	WEBINAR:Genomic data - improving discovery and access management	0.9745169463342243
tess.dresa:302	WORKSHOP: Unlocking nf-core - customising workflows for your research	tess.tess:3577	WORKSHOP: Unlocking nf-core - customising workflows for your research	0.9709180314395836
tess.dresa:303	WEBINAR: Getting started with proteomics	tess.tess:3579	WEBINAR: Getting started with proteomics	0.9708007119901411
tess.dresa:304	WEBINAR: Pro tips for scaling bioinformatics workflows to HPC	tess.tess:3572	WEBINAR: Pro tips for scaling bioinformatics workflows to HPC	0.9755122567969201
tess.dresa:305	WEBINAR: AlphaFold: what's in it for me?	tess.tess:3507	WEBINAR: AlphaFold: what's in it for me?	0.9849476319559576
tess.dresa:306	WEBINAR AND PANEL DISCUSSION: Sustainability of biodata resources	tess.tess:3456	WEBINAR AND PANEL DISCUSSION: Sustainability of biodata resources	0.9485983639993744
tess.dresa:307	WORKSHOP: Make your bioinformatics workflows findable and citable	tess.tess:3457	WORKSHOP: Make your bioinformatics workflows findable and citable	0.9695813577131296
tess.dresa:308	WORKSHOP: RNA-Seq: reads to differential genes and pathways	tess.tess:3348	WORKSHOP: RNA-Seq: reads to differential genes and pathways	0.9382523045733892
tess.dresa:310	WEBINAR: Effective, inclusive, and scalable training in the life sciences, clinical education and beyond	tess.tess:3035	WEBINAR: Effective, inclusive, and scalable training in the life sciences, clinical education and beyond	0.9695582001520806
tess.dresa:311	WEBINAR: Here's one we prepared earlier: (re)creating bioinformatics methods and workflows with Galaxy Australia	tess.tess:3058	WEBINAR: Here's one we prepared earlier: (re)creating bioinformatics methods and workflows with Galaxy Australia	0.9377914088398271
tess.dresa:312	WEBINAR: Portable, reproducible and scalable bioinformatics workflows using Nextflow and Pawsey Nimbus Cloud	tess.tess:2948	WEBINAR: Portable, reproducible and scalable bioinformatics workflows using Nextflow and Pawsey Nimbus Cloud	0.9854314810063125
tess.dresa:313	WORKSHOP: Single cell RNAseq analysis in R	tess.tess:2943	WORKSHOP: Single cell RNAseq analysis in R	0.8963840088245328
tess.dresa:313	WORKSHOP: Single cell RNAseq analysis in R	tess.dresa:296	WORKSHOP: Single cell RNAseq analysis in R	0.8635815988436918
tess.dresa:314	WEBINAR: Getting started with whole genome mapping and variant calling on the command line	tess.tess:2938	WEBINAR: Getting started with whole genome mapping and variant calling on the command line	0.9814143017919212
tess.dresa:315	WEBINAR: bio.tools - making it easier to find, understand and cite biological tools and software	tess.tess:2909	WEBINAR: bio.tools - making it easier to find, understand and cite biological tools and software	1.0
tess.dresa:317	WEBINAR: Protection of genomic data and the Australian Privacy Act: when is genomic data 'personal information'?	tess.tess:2910	WEBINAR: Protection of genomic data and the Australian Privacy Act: when is genomic data 'personal information'?	0.9838414510087001
tess.dresa:318	WORKSHOP: Introduction to Metabarcoding using QIIME2	tess.tess:2911	WORKSHOP: Introduction to Metabarcoding using QIIME2	0.9777131028022337
tess.dresa:319	WEBINAR: Conservation genomics in the age of extinction	tess.tess:2912	WEBINAR: Conservation genomics in the age of extinction	0.9731824034329597
tess.dresa:320	WEBINAR: Establishing Gen3 to enable better human genome data sharing in Australia	tess.tess:2913	WEBINAR: Establishing Gen3 to enable better human genome data sharing in Australia	0.9299385203218261
tess.dresa:321	WORKSHOP: Refining genome annotations with Apollo	tess.tess:2914	WORKSHOP: Refining genome annotations with Apollo	0.949383401588338
tess.dresa:323	WORKSHOP: Working with genomics sequences and features in R with Bioconductor	tess.tess:2916	WORKSHOP: Working with genomics sequences and features in R with Bioconductor	0.9595650424264593
tess.dresa:300	WORKSHOP: Translating workflows into Nextflow with Janis	tess.tess:3620	WORKSHOP: Translating workflows into Nextflow with Janis	0.9375512952908232
tess.dresa:309	WEBINAR: Variant interpretation: from the clinic to the lab… and back again	tess.tess:3346	WEBINAR: Variant interpretation: from the clinic to the lab… and back again	0.9634833915147801
tess.dresa:316	WORKSHOP: R: fundamental skills for biologists	tess.tess:2908	WORKSHOP: R: fundamental skills for biologists	1.0
tess.dresa:322	WORKSHOP: Hybrid de novo genome assembly	tess.tess:2915	WORKSHOP: Hybrid de novo genome assembly	0.8913340016761444
tess.dresa:276	ARDC digital research capabilities and skills framework	tess.dresa:406	ARDC Digital Research Skills Strategy Tool	0.7055695003591512
tess.dresa:276	ARDC digital research capabilities and skills framework	tess.dresa:383	ARDC Digital Research Capabilities and Skills Framework: The Framework and Its Components	0.7745705407230751
tess.dresa:259	ARDC Research Data Rights Management Guide 2019	tess.dresa:376	ARDC Research Data Rights Management Guide	0.9759123653037806
tess.dresa:263	ARDC Research Software Rights Management Guide 2021	tess.dresa:377	ARDC Research Software Rights Management Guide	0.9454364588534465
tess.dresa:268	Software publishing, licensing, and citation	tess.dresa:266	ARDC Guide to making software citable	0.8153658718150475
tess.dresa:262	Guide to designing digital research skills training materials: textual materials	tess.dresa:264	Guide to designing digital research skills training materials: presentations and videos	0.7152222179155846
tess.dresa:231	Fundamentals of Machine Learning	tess.dresa:232	Exploratory Data Analysis	0.9127171053735108
tess.dresa:229	Cloud Computing for Researchers	tess.dresa:232	Exploratory Data Analysis	0.7220766625185583
tess.dresa:229	Cloud Computing for Researchers	tess.dresa:231	Fundamentals of Machine Learning	0.7147015980488884
tess.dresa:221	RONIN Research Cloud at Sydney University	tess.dresa:229	Cloud Computing for Researchers	0.7373920495588728
tess.dresa:212	User Manual for the Australian Child and Youth Wellbeing Atlas	tess.dresa:213	"""How To"" Video Guide for the Australian Child and Youth Wellbeing Atlas"	0.941443711350673
tess.dresa:131	Introduction to Machine Learning using R: Introduction & Linear Regression	tess.dresa:133	Introduction to Machine Learning using R: SVM & Unsupervised Learning	0.9395726580655724
tess.dresa:132	Introduction to Machine Learning using R: Classification	tess.dresa:133	Introduction to Machine Learning using R: SVM & Unsupervised Learning	0.9500529884927359
tess.dresa:132	Introduction to Machine Learning using R: Classification	tess.dresa:131	Introduction to Machine Learning using R: Introduction & Linear Regression	0.9444454642212597
tess.dresa:129	Data Visualisation in R	tess.dresa:130	Data Manipulation and Visualisation in R	0.8599924144985206
tess.dresa:128	Data Manipulation in R	tess.dresa:130	Data Manipulation and Visualisation in R	0.8958279578961323
tess.dresa:128	Data Manipulation in R	tess.dresa:129	Data Visualisation in R	0.7442322976138596
